"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SPICEJET","EQ","26-Nov-2019","        109.70","        110.75","        110.90","        105.50","        106.30","        105.90","        107.46","    1440773","           154823983.75","      13676","     793153","         55.05"
"SPICEJET","EQ","27-Nov-2019","        105.90","        105.00","        107.80","        103.80","        104.10","        104.00","        105.24","    2096847","           220663745.45","      20766","     872194","         41.60"
"SPICEJET","EQ","28-Nov-2019","        104.00","        104.10","        106.45","        103.95","        105.30","        105.10","        105.17","    1222208","           128541867.75","      19480","     663145","         54.26"
"SPICEJET","EQ","29-Nov-2019","        105.10","        105.00","        106.80","        103.80","        105.00","        105.40","        105.43","    1424557","           150189877.55","      11777","     750109","         52.66"
"SPICEJET","EQ","02-Dec-2019","        105.40","        105.75","        105.80","        103.30","        103.50","        103.75","        104.03","     630548","            65593213.80","       6043","     363021","         57.57"
"SPICEJET","EQ","03-Dec-2019","        103.75","        103.80","        104.25","        100.10","        104.00","        102.70","        102.17","    2006677","           205019610.30","       9290","    1467336","         73.12"
"SPICEJET","EQ","04-Dec-2019","        102.70","        102.75","        111.90","        101.50","        109.20","        108.90","        108.06","    2845332","           307453566.55","      19431","    1305672","         45.89"
"SPICEJET","EQ","05-Dec-2019","        108.90","        109.20","        111.70","        106.10","        107.20","        107.60","        109.03","    1250890","           136379090.25","      11923","     312291","         24.97"
"SPICEJET","EQ","06-Dec-2019","        107.60","        107.80","        108.35","        105.60","        105.90","        106.20","        106.77","     532875","            56894783.45","       4893","     285974","         53.67"
"SPICEJET","EQ","09-Dec-2019","        106.20","        107.00","        108.00","        105.15","        105.70","        105.65","        106.16","     400956","            42566686.45","       4513","     171283","         42.72"
"SPICEJET","EQ","10-Dec-2019","        105.65","        105.65","        106.25","        104.10","        104.30","        104.30","        104.92","     398679","            41827699.55","       3581","     220400","         55.28"
"SPICEJET","EQ","11-Dec-2019","        104.30","        104.80","        105.65","        102.10","        103.75","        103.65","        104.05","     538551","            56038890.60","       5052","     263486","         48.92"
"SPICEJET","EQ","12-Dec-2019","        103.65","        104.20","        104.40","        102.35","        102.50","        102.50","        102.84","     529076","            54410615.35","       4880","     325409","         61.51"
"SPICEJET","EQ","13-Dec-2019","        102.50","        105.00","        105.00","        102.70","        103.80","        104.10","        103.92","     892412","            92741665.00","       8443","     328153","         36.77"
